9;70;4
5;48;1
9;44;5
5;44;2
1;42;4
4;14;4
9;91;0
6;60;5
10;9;3
5;40;5
9;97;1
8;67;4
8;35;3
10;81;5
9;45;4
9;65;5
10;2;4
8;4;4
5;94;3
1;69;0
4;91;3
5;21;2
4;79;3
7;72;1
3;84;5
5;32;2
10;58;5
5;44;4
2;30;2
8;33;1
7;78;5
10;82;2
4;21;4
5;91;3
10;38;3
8;58;1
8;7;1
3;60;3
5;61;5
8;56;2
6;22;2
8;76;3
2;71;5
6;79;0
5;46;0
5;64;1
8;22;2
9;17;2
10;8;4
8;96;0
9;96;3
1;88;5
2;7;2
8;21;3
1;67;4
10;26;2
5;59;4
3;88;0
9;60;2
2;66;3
1;70;3
2;38;0
2;96;1
6;14;1
4;92;1
3;33;0
6;49;5
6;50;1
10;40;0
7;21;4
8;54;4
5;89;2
7;3;4
5;9;4
2;14;3
10;25;3
2;44;1
5;15;4
9;25;1
10;37;2
3;14;5
2;37;3
6;7;5
9;87;4
5;40;0
2;72;1
7;9;0
8;69;3
8;3;4
2;70;1
5;8;1
6;73;4
3;1;0
7;79;3
9;88;5
6;14;3
7;82;4
10;50;5
7;5;5
8;60;1
5;3;5
4;84;0
4;61;0
1;15;3
9;26;5
9;11;4
2;8;4
7;20;0
2;55;2
7;65;3
5;26;0
7;91;2
3;79;2
5;80;2
7;61;2
4;21;1
6;96;2
1;14;5
2;32;4
3;73;4
6;30;0
5;85;0
5;65;4
9;69;3
9;3;3
4;62;3
1;64;3
10;62;2
6;84;2
6;32;5
3;88;2
7;52;2
7;93;4
9;3;3
8;67;4
6;58;5
3;33;1
5;9;5
3;17;1
5;74;0
8;60;5
8;13;0
7;44;1
6;12;1
10;14;1
1;77;5
3;34;4
8;4;1
2;31;3
6;24;3
9;17;2
1;37;5
8;1;0
2;74;3
10;66;5
1;28;5
3;52;2
10;46;3
9;48;2
8;1;2
7;59;5
5;70;4
10;52;5
1;27;0
6;23;2
1;30;0
7;51;1
5;76;2
9;69;1
9;66;2
10;96;1
1;59;0
9;92;2
3;42;2
5;23;5
7;37;0
7;95;0
6;53;1
5;58;1
3;91;2
5;12;3
4;41;2
9;94;0
3;44;4
2;19;3
9;3;0
10;58;0
5;22;3
3;68;5
3;72;2
8;30;2
8;10;3
4;80;2
9;11;0
8;23;0
4;21;5
3;61;1
6;44;3
7;86;1
4;91;4
10;48;0
6;70;5
7;39;3
7;82;0
5;58;0
6;6;0
2;10;4
3;86;5
4;54;3
2;58;5
5;67;2
5;37;2
8;37;4
7;33;0
7;44;5
9;34;4
9;68;2
7;13;1
9;3;1
2;63;0
8;65;4
4;36;4
3;36;2
4;53;0
1;73;2
6;16;2
5;59;5
8;77;1
4;12;2
10;57;0
8;49;4
2;19;4
8;51;0
9;78;4
9;85;0
3;46;5
8;89;1
8;21;5
8;70;0
4;7;5
4;3;2
5;63;5
1;3;3
5;60;0
3;1;5
10;82;0
9;67;0
10;77;0
3;92;5
3;79;5
6;64;3
7;45;2
7;15;3
1;30;5
3;75;4
2;71;5
3;42;2
4;3;4
6;4;4
1;5;0
10;38;4
4;68;1
4;12;3
7;75;4
4;17;2
9;69;1
3;68;4
8;69;0
8;79;5
8;26;3
4;44;3
10;62;5
10;18;0
4;45;5
6;86;2
7;67;5
1;52;2
10;36;1
9;53;4
6;1;1
6;79;1
1;75;4
8;62;1
6;12;1
5;24;5
2;50;5
7;29;2
9;37;1
10;33;0
9;88;2
5;88;3
10;70;0
2;20;1
5;11;0
8;28;2
9;80;4
10;83;4
10;14;1
7;69;4
8;63;3
8;30;4
7;69;3
7;13;3
5;30;2
5;75;1
3;51;1
6;66;3
2;76;1
5;50;3
4;54;0
5;5;3
1;60;5
10;13;2
5;23;0
3;28;2
9;71;1
7;7;0
5;29;5
9;45;0
8;39;4
4;76;0
1;96;4
5;77;2
4;87;4
3;26;2
6;30;3
6;81;0
6;2;4
1;29;0
6;72;0
3;23;4
4;6;0
6;53;5
6;41;3
1;25;3
8;74;3
1;47;2
8;32;5
7;17;1
3;74;2
10;14;5
6;39;5
7;60;5
6;3;5
8;65;3
4;17;0
2;45;3
4;83;5
6;45;5
10;73;0
2;11;4
6;67;0
10;10;5
8;95;1
7;56;1
1;53;4
5;78;3
6;55;5
10;67;4
7;62;0
4;93;0
8;13;2
7;56;4
7;30;4
9;22;2
5;74;2
2;86;4
1;8;3
10;76;1
8;96;0
7;38;2
8;65;1
5;77;1
3;86;4
6;73;5
3;58;0
6;29;0
10;94;1
2;18;3
9;24;0
7;88;4
8;25;4
4;16;3
4;44;2
8;29;3
10;80;5
7;30;5
4;80;1
10;57;5
9;83;1
6;95;5
1;32;5
3;11;4
6;52;0
6;50;5
8;34;2
6;39;5
3;39;3
1;83;5
1;31;3
6;62;2
3;18;1
10;74;3
6;15;4
10;55;3
2;35;0
3;20;2
3;77;0
2;80;3
5;81;1
10;8;3
5;70;4
10;79;4
7;13;2
4;70;0
7;59;1
2;69;0
10;47;3
6;34;2
10;45;4
9;80;1
7;15;4
3;77;1
10;40;5
6;70;0
4;39;2
5;18;5
10;36;2
8;52;5
10;54;5
7;91;0
4;14;2
3;56;0
9;17;2
2;58;3
7;12;3
8;24;2
1;71;2
4;50;2
3;72;5
6;29;4
4;4;1
7;52;5
10;57;1
2;40;3
1;59;2
8;22;0
3;92;5
1;78;0
4;58;2
3;46;4
6;29;1
2;25;3
3;85;4
1;39;2
8;55;0
8;45;4
10;11;0
4;13;1
10;81;3
1;28;4
5;39;5
4;18;0
6;31;0
1;80;4
8;81;0
5;88;4
4;87;5
4;34;4
7;68;2
2;65;1
6;27;0
2;77;1
6;25;2
3;6;0
6;4;0
3;16;4
1;93;1
1;63;2
1;93;2
9;48;2
3;31;4
3;27;2
6;24;5
5;97;0
8;17;1
4;44;5
9;58;3
2;55;3
7;37;0
6;8;2
8;91;2
9;87;5
6;80;4
6;5;0
10;44;0
5;85;0
7;22;3
2;39;1
7;90;0
6;25;2
4;42;0
10;41;4
4;85;5
6;28;1
3;30;1
6;95;4
4;35;2
10;38;5
1;7;5
8;52;4
3;2;5
2;7;3
7;61;4
2;97;5
9;48;1
6;72;3
4;95;5
10;41;5
10;74;1
10;13;3
1;17;4
4;66;0
3;56;2
2;57;3
8;47;0
1;80;4
9;41;5
8;13;0
10;8;2
9;28;3
4;33;1
7;76;4
6;35;4
2;79;1
4;11;1
7;37;1
8;58;0
3;38;5
6;29;1
8;23;1
7;22;3
7;97;4
1;4;5
2;9;1
9;60;4
2;55;4
1;23;2
8;22;2
10;9;5
8;60;5
10;58;2
10;75;0
8;65;0
10;3;0
5;73;5
2;1;3
5;70;3
7;35;0
8;43;2
5;9;5
7;68;4
3;82;1
2;4;3
5;53;1
9;20;4
6;4;0
1;65;1
10;46;0
7;20;0
3;59;1
7;47;1
6;9;4
3;46;0
8;79;0
2;95;5
7;31;2
7;62;3
10;92;1
9;2;0
7;63;2
3;40;5
8;44;5
9;64;0
10;25;2
4;14;5
3;50;0
2;41;4
6;52;4
2;20;1
6;87;0
6;59;2
6;13;5
3;88;0
6;94;4
3;92;1
1;29;5
6;94;5
3;88;1
2;57;4
2;4;3
8;73;3
5;30;3
1;67;0
4;28;1
1;3;2
1;12;1
2;53;5
10;88;4
5;69;2
5;75;4
9;2;5
5;90;5
10;9;5
8;14;4
7;63;3
8;23;5
6;69;1
8;72;1
3;64;1
4;18;1
6;31;2
6;76;2
10;85;2
8;10;2
10;7;1
4;47;4
4;89;5
1;85;1
6;9;3
1;49;2
10;69;4
5;1;4
6;6;0
6;97;1
8;77;4
1;93;3
5;84;5
10;89;2
10;37;2
5;33;4
10;69;3
8;8;5
4;90;0
2;89;1
10;59;4
5;16;0
6;80;3
7;94;4
9;8;5
9;72;4
4;37;5
10;64;4
7;65;2
8;8;0
6;31;3
3;47;0
3;3;1
10;80;3
3;75;0
2;77;1
5;12;4
10;86;4
1;84;0
5;9;3
3;20;0
1;75;1
3;46;2
9;39;3
2;93;3
4;26;3
7;36;0
8;18;3
4;33;3
2;41;2
10;55;3
2;9;0
6;32;5
3;36;4
4;80;4
3;48;3
4;76;0
9;48;4
6;72;4
5;64;3
3;20;5
6;29;2
6;45;0
1;89;0
5;22;3
1;35;5
5;38;4
